name,edition,condition,language,price_eur,quantity
Meteorito,Dominaria Unida,NM,Inglés,0.1,4
"Tatyova, sirviente de las mareas",Dominaria Unida,NM,Inglés,0.15,4
Profecía de la sombra,Dominaria Unida,NM,Inglés,0.1,4
Dobleinfierno,Dominaria Unida,NM,Inglés,0.15,4
Arrastrar a las profundidades,Dominaria Unida,NM,Inglés,0.2,4
Colonia de coral,Dominaria Unida,NM,Inglés,0.15,4
Coletazo,Dominaria Unida,NM,Inglés,0.15,4
Dentellada,Dominaria Unida,NM,Inglés,0.1,4
Enjambre de moscas de combate,Dominaria Unida,NM,Inglés,0.1,4
"Baird, reclutador argiviano",Dominaria Unida,NM,Inglés,0.15,4
"Balmor, capitán mago de guerra",Dominaria Unida,NM,Inglés,0.15,4
"Garna, puñosangriento de Keld",Dominaria Unida,NM,Inglés,0.15,4
"Rulik Mons, jefa del barracón",Dominaria Unida,NM,Inglés,0.15,4
El tratado de Semillaclima,Dominaria Unida,NM,Inglés,0.15,4
Reposesión de Urborg,Dominaria Unida,NM,Inglés,0.1,4
"Meria, erudita de la antigüedad",Dominaria Unida,NM,Inglés,0.2,4
Afanar,Dominaria Unida,NM,Inglés,0.2,4
"Sol'kanar, el Corrompido",Dominaria Unida,NM,Inglés,0.25,3
"Jhoira, innovadora atemporal",Dominaria Unida,NM,Inglés,0.2,4
Maestra sabia de la Academia,Dominaria Unida,NM,Inglés,0.2,4
Cantor de forja enano,La Guerra de los Hermanos,NM,Inglés,0.1,4
Forjar el Ancla,La Guerra de los Hermanos,NM,Inglés,0.15,4
Terrenos expansivos,La Guerra de los Hermanos,NM,Inglés,0.1,4
Mesa de investigación de Mishra,La Guerra de los Hermanos,NM,Inglés,0.15,4
Desmontar,La Guerra de los Hermanos,NM,Inglés,0.15,4
Secuelas de la calamidad,La Guerra de los Hermanos,NM,Inglés,0.15,4
Visiones de Pirexia,La Guerra de los Hermanos,NM,Inglés,0.2,4
Reutilizar,La Guerra de los Hermanos,NM,Inglés,0.35,4
Sabio del Tercer Camino,La Guerra de los Hermanos,NM,Inglés,0.1,4
Infiltrada de Gix,La Guerra de los Hermanos,NM,Inglés,0.15,4
Isla (V.4),La Guerra de los Hermanos,NM,Inglés,0.1,4
Montaña (V.1),La Guerra de los Hermanos,NM,Inglés,0.25,4
Montaña (V.4),La Guerra de los Hermanos,NM,Inglés,0.1,4
Reina Kayla bin-Kroog,La Guerra de los Hermanos,NM,Inglés,0.2,4
"Ashnod, mecánica de la carne",La Guerra de los Hermanos,NM,Inglés,0.2,4
Llanura (V.1),La Guerra de los Hermanos,NM,Inglés,0.25,4
Flujo de conocimiento,La Guerra de los Hermanos,NM,Inglés,0.15,4
Rayo dispersor,La Guerra de los Hermanos,NM,Inglés,0.1,4
"Tocasia, mentora de la excavación",La Guerra de los Hermanos,NM,Inglés,0.25,1
"Urza, prodigio de las piedras",La Guerra de los Hermanos,NM,Inglés,0.2,4
Fauceniza gigante,La Guerra de los Hermanos,NM,Inglés,0.15,4
Araña pescadora celeste,La Guerra de los Hermanos,NM,Inglés,0.15,4
Buscacero de Sarith,La Guerra de los Hermanos,NM,Inglés,0.15,4
Estatua flotante,La Guerra de los Hermanos,NM,Inglés,0.15,4
Corona del transmutado,La Guerra de los Hermanos,NM,Inglés,0.35,2
Consagradora gorgoteante,La Guerra de los Hermanos,NM,Inglés,0.15,4
Soldadura de emergencia,La Guerra de los Hermanos,NM,Inglés,0.1,4
Traxodemonio,La Guerra de los Hermanos,NM,Inglés,0.1,4
Aerocapellán,La Guerra de los Hermanos,NM,Inglés,0.1,4
"Tawnos, el Juguetero",La Guerra de los Hermanos,NM,Inglés,0.2,4
Serpiente filoespiral,La Guerra de los Hermanos,NM,Inglés,0.35,4
Máquinas sobre la materia,La Guerra de los Hermanos,NM,Inglés,0.15,4
Desencantar,La Guerra de los Hermanos,NM,Inglés,0.1,4
Subyugación de la Piedra de Debilidad,La Guerra de los Hermanos,NM,Inglés,0.15,4
Tocasia's Dig Site,La Guerra de los Hermanos,NM,Inglés,0.15,4
Armadura de maderapálida,La Guerra de los Hermanos,NM,Inglés,0.15,4
Traje de poder thran,La Guerra de los Hermanos,NM,Inglés,0.5,4
Fauceniza gigante,La Guerra de los Hermanos,NM,Inglés,0.2,4
"Urza, prodigio de las piedras",La Guerra de los Hermanos,NM,Inglés,0.15,4
"Mishra, excavador prodigioso",La Guerra de los Hermanos,NM,Inglés,0.15,4
Aunapedazos de Tomakul,La Guerra de los Hermanos,NM,Inglés,0.1,4
Tirano de la Cordillera Kher,La Guerra de los Hermanos,NM,Inglés,0.2,4
Pantano (V.2),La Guerra de los Hermanos,NM,Inglés,0.25,4
Tóptero reconstruido,La Guerra de los Hermanos,NM,Inglés,0.15,4
Tóptero avistador,La Guerra de los Hermanos,NM,Inglés,0.15,4
Surgir de las trincheras,La Guerra de los Hermanos,NM,Inglés,0.2,4
Simulacro simiesco,La Guerra de los Hermanos,NM,Inglés,0.2,4
Operario de la mina,La Guerra de los Hermanos,NM,Inglés,0.1,4
Llanura (V.2),La Guerra de los Hermanos,NM,Inglés,0.2,4
Isla (V.2),La Guerra de los Hermanos,NM,Inglés,0.25,4
Pantano (V.1),La Guerra de los Hermanos,NM,Inglés,0.35,4
Pantano (V.2),La Guerra de los Hermanos,NM,Inglés,0.2,4
Montaña (V.2),La Guerra de los Hermanos,NM,Inglés,0.2,4
Bosque (V.1),La Guerra de los Hermanos,NM,Inglés,0.2,4
Bosque (V.2),La Guerra de los Hermanos,NM,Inglés,0.25,4
Behemot perenne,La Guerra de los Hermanos,NM,Inglés,0.35,2
Baluarte costero,La Guerra de los Hermanos,NM,Inglés,0.1,4
Discípulos de Gix,La Guerra de los Hermanos,NM,Inglés,0.15,4
Evangelista de síntesis,La Guerra de los Hermanos,NM,Inglés,0.15,4
Conclusión macabra,La Guerra de los Hermanos,NM,Inglés,0.15,4
Remordimiento abrumador,La Guerra de los Hermanos,NM,Inglés,0.15,4
Matriz de la simetría,La Guerra de los Hermanos,NM,Inglés,0.15,4
Campeón de arcilla,La Guerra de los Hermanos,NM,Inglés,0.25,4
Mandato de Urza,La Guerra de los Hermanos,NM,Inglés,0.2,4
Megasierpe de Sarinth,La Guerra de los Hermanos,NM,Inglés,0.5,4
"Mishra, domador del mak fawa",La Guerra de los Hermanos,NM,Inglés,0.2,4
Unidad de recuperación de piedras,La Guerra de los Hermanos,NM,Inglés,0.1,4
Guardia de la cueva su-chi,La Guerra de los Hermanos,NM,Inglés,0.15,4
Máquinas sobre la materia,La Guerra de los Hermanos,NM,Inglés,0.1,4
Desencantar,La Guerra de los Hermanos,NM,Inglés,0.15,4
Unión del Tercer Camino,La Guerra de los Hermanos,NM,Inglés,0.1,4
Serpiente filoespiral,La Guerra de los Hermanos,NM,Inglés,0.5,1
Carrera armamentística,La Guerra de los Hermanos,NM,Inglés,0.15,4
Metamorfo corpulento,La Guerra de los Hermanos,NM,Inglés,0.15,4
Consagradora gorgoteante,La Guerra de los Hermanos,NM,Inglés,0.2,4
Mandato de Mishra,La Guerra de los Hermanos,NM,Inglés,0.2,4
El Ancla Temporal,La Guerra de los Hermanos,NM,Inglés,0.2,4
Vigilancia thran,La Guerra de los Hermanos,NM,Inglés,0.15,4
Terrenos expansivos,La Guerra de los Hermanos,NM,Inglés,0.15,4
Operario de la torre,La Guerra de los Hermanos,NM,Inglés,0.15,4
Draco formaligera,La Guerra de los Hermanos,NM,Inglés,0.15,4
Entrega de suministros,La Guerra de los Hermanos,NM,Inglés,0.15,4
Operario de la central de energía,La Guerra de los Hermanos,NM,Inglés,0.15,4
Unidad de recuperación de piedras,La Guerra de los Hermanos,NM,Inglés,0.15,4
Coloso oxidado,La Guerra de los Hermanos,NM,Inglés,0.15,4
Operario de la mina,La Guerra de los Hermanos,NM,Inglés,0.15,4
Bomba trasga,La Guerra de los Hermanos,NM,Inglés,0.15,4
Alas de aeronauta,La Guerra de los Hermanos,NM,Inglés,0.15,4
Guardia de honor de Tomakul,La Guerra de los Hermanos,NM,Inglés,0.15,4
Cosecha ineficiente,La Guerra de los Hermanos,NM,Inglés,0.15,4
Reclusa acaparadora,La Guerra de los Hermanos,NM,Inglés,0.15,4
Patrulla perimetral,La Guerra de los Hermanos,NM,Inglés,0.15,4
Creación de Tawnos,La Guerra de los Hermanos,NM,Inglés,0.15,4
Disparo abatidor,La Guerra de los Hermanos,NM,Inglés,0.15,4
Crecimiento gigante,La Guerra de los Hermanos,NM,Inglés,0.15,4
Portador torcerraíz,La Guerra de los Hermanos,NM,Inglés,0.15,4
Protector de Citanul,La Guerra de los Hermanos,NM,Inglés,0.15,4
Confrontación épica,La Guerra de los Hermanos,NM,Inglés,0.15,4
Duende argotiana,La Guerra de los Hermanos,NM,Inglés,0.15,4
Niebla de guerra,La Guerra de los Hermanos,NM,Inglés,0.15,4
Fauceafilada excavadora,La Guerra de los Hermanos,NM,Inglés,0.15,4
Destructor de Mishra,La Guerra de los Hermanos,NM,Inglés,0.15,4
Golpe en remolino,La Guerra de los Hermanos,NM,Inglés,0.15,4
Bombardeo desatado,La Guerra de los Hermanos,NM,Inglés,0.15,4
Autómata relámpago,La Guerra de los Hermanos,NM,Inglés,0.15,4
Oportunista argotiana,La Guerra de los Hermanos,NM,Inglés,0.15,4
Aunapedazos de Tomakul,La Guerra de los Hermanos,NM,Inglés,0.15,4
Rivalidad fraternal,La Guerra de los Hermanos,NM,Inglés,0.15,4
Toro fortachón de Penregon,La Guerra de los Hermanos,NM,Inglés,0.15,4
Arremetida de Mishra,La Guerra de los Hermanos,NM,Inglés,0.15,4
Dominio de Mishra,La Guerra de los Hermanos,NM,Inglés,0.15,4
Asolación total,La Guerra de los Hermanos,NM,Inglés,0.15,4
Cazadora de rocs,La Guerra de los Hermanos,NM,Inglés,0.15,4
Estallido en la excavación,La Guerra de los Hermanos,NM,Inglés,0.15,4
Danzacadenas fallaji,La Guerra de los Hermanos,NM,Inglés,0.15,4
Reclutas de infantería,La Guerra de los Hermanos,NM,Inglés,0.15,4
Iracundo chatarreño,La Guerra de los Hermanos,NM,Inglés,0.15,4
Garra excavadora,La Guerra de los Hermanos,NM,Inglés,0.15,4
Aparecido de arcilla,La Guerra de los Hermanos,NM,Inglés,0.15,4
Traxodemonio,La Guerra de los Hermanos,NM,Inglés,0.15,4
Asaltatrincheras,La Guerra de los Hermanos,NM,Inglés,0.15,4
Megatopo voraz,La Guerra de los Hermanos,NM,Inglés,0.15,4
Traxodemonio,La Guerra de los Hermanos,NM,Inglés,0.15,4
Fractura de la piedra de poder,La Guerra de los Hermanos,NM,Inglés,0.15,4
Instante de desafío,La Guerra de los Hermanos,NM,Inglés,0.15,4
Acróbata de la zona mortífera,La Guerra de los Hermanos,NM,Inglés,0.15,4
Desollacráneos de Gix,La Guerra de los Hermanos,NM,Inglés,0.15,4
Caricia de Gix,La Guerra de los Hermanos,NM,Inglés,0.15,4
Soldadura de emergencia,La Guerra de los Hermanos,NM,Inglés,0.15,4
Desfigurar,La Guerra de los Hermanos,NM,Inglés,0.15,4
Langosta carroñera,La Guerra de los Hermanos,NM,Inglés,0.15,4
Intervención de Ashnod,La Guerra de los Hermanos,NM,Inglés,0.15,4
Coloso cargaprofunda,La Guerra de los Hermanos,NM,Inglés,0.15,4
Mensajero de combate,La Guerra de los Hermanos,NM,Inglés,0.15,4
Baluarte costero,La Guerra de los Hermanos,NM,Inglés,0.15,4
Comando alado,La Guerra de los Hermanos,NM,Inglés,0.15,4
Rechazo de Urza,La Guerra de los Hermanos,NM,Inglés,0.15,4
Sabio del Tercer Camino,La Guerra de los Hermanos,NM,Inglés,0.15,4
Lección severa,La Guerra de los Hermanos,NM,Inglés,0.15,4
Rayo dispersor,La Guerra de los Hermanos,NM,Inglés,0.15,4
Agente de rescate,La Guerra de los Hermanos,NM,Inglés,0.15,4
Animación de la Piedra de Fortaleza,La Guerra de los Hermanos,NM,Inglés,0.15,4
Adepto de Lat-Nam,La Guerra de los Hermanos,NM,Inglés,0.15,4
Roc de Koilos,La Guerra de los Hermanos,NM,Inglés,0.15,4
Desincronizar,La Guerra de los Hermanos,NM,Inglés,0.15,4
Organizar,La Guerra de los Hermanos,NM,Inglés,0.15,4
Mariscal aéreo,La Guerra de los Hermanos,NM,Inglés,0.15,4
Espada de poder de la veterana,La Guerra de los Hermanos,NM,Inglés,0.15,4
Pebetero de Tocasia,La Guerra de los Hermanos,NM,Inglés,0.15,4
Secuaz chatarreño,La Guerra de los Hermanos,NM,Inglés,0.15,4
Médica yotiana,La Guerra de los Hermanos,NM,Inglés,0.15,4
Élite del señor guerrero,La Guerra de los Hermanos,NM,Inglés,0.15,4
Unión del Tercer Camino,La Guerra de los Hermanos,NM,Inglés,0.15,4
Superviviente de Korlis,La Guerra de los Hermanos,NM,Inglés,0.15,4
Pena de prisión,La Guerra de los Hermanos,NM,Inglés,0.15,4
Ingeniero de piedras de poder,La Guerra de los Hermanos,NM,Inglés,0.15,4
Vanguardia de la falange,La Guerra de los Hermanos,NM,Inglés,0.15,4
Disciplina militar,La Guerra de los Hermanos,NM,Inglés,0.15,4
Contragolpe mortal,La Guerra de los Hermanos,NM,Inglés,0.15,4
Precipitador de la emboscada,La Guerra de los Hermanos,NM,Inglés,0.15,4
Aerocapellán,La Guerra de los Hermanos,NM,Inglés,0.15,4
Caballería aeronauta,La Guerra de los Hermanos,NM,Inglés,0.15,4
Llanura (V.2),La Guerra de los Hermanos,NM,Inglés,0.35,4
Bosque (V.4),La Guerra de los Hermanos,NM,Inglés,0.15,4
Bosque (V.3),La Guerra de los Hermanos,NM,Inglés,0.15,4
Montaña (V.4),La Guerra de los Hermanos,NM,Inglés,0.15,4
Montaña (V.3),La Guerra de los Hermanos,NM,Inglés,0.15,4
Pantano (V.4),La Guerra de los Hermanos,NM,Inglés,0.15,4
Pantano (V.3),La Guerra de los Hermanos,NM,Inglés,0.15,4
Isla (V.4),La Guerra de los Hermanos,NM,Inglés,0.15,4
Llanura (V.3),La Guerra de los Hermanos,NM,Inglés,0.15,4
Isla (V.3),La Guerra de los Hermanos,NM,Inglés,0.15,4
Llanura (V.4),La Guerra de los Hermanos,NM,Inglés,0.15,4
Matriz de la simetría,La Guerra de los Hermanos,NM,Inglés,0.2,4
Guardia de la cueva su-chi,La Guerra de los Hermanos,NM,Inglés,0.2,4
Centinela espectral,La Guerra de los Hermanos,NM,Inglés,0.2,4
Ejemplar de acero,La Guerra de los Hermanos,NM,Inglés,0.2,4
Refinería de piedras residuales,La Guerra de los Hermanos,NM,Inglés,0.2,4
Estatua flotante,La Guerra de los Hermanos,NM,Inglés,0.2,4
Tóptero reconstruido,La Guerra de los Hermanos,NM,Inglés,0.2,4
Disidente yotiano,La Guerra de los Hermanos,NM,Inglés,0.2,4
Vengador argiviano,La Guerra de los Hermanos,NM,Inglés,0.2,4
Estratega yotiana,La Guerra de los Hermanos,NM,Inglés,0.2,4
Genio de la chatarrería,La Guerra de los Hermanos,NM,Inglés,0.2,4
Heroína de las dunas,La Guerra de los Hermanos,NM,Inglés,0.2,4
Vanguardia fallaji,La Guerra de los Hermanos,NM,Inglés,0.2,4
Talacunas,La Guerra de los Hermanos,NM,Inglés,0.2,4
Evangelista de síntesis,La Guerra de los Hermanos,NM,Inglés,0.2,4
Triturador de acero,La Guerra de los Hermanos,NM,Inglés,0.2,4
Fabricabaterías,La Guerra de los Hermanos,NM,Inglés,0.2,4
Ingenieras de arbalestas,La Guerra de los Hermanos,NM,Inglés,0.2,4
Máscara del artesano del jade,La Guerra de los Hermanos,NM,Inglés,0.2,4
Excavación fallaji,La Guerra de los Hermanos,NM,Inglés,0.2,4
Cazadora de Gaia,La Guerra de los Hermanos,NM,Inglés,0.2,4
Animista de aleación,La Guerra de los Hermanos,NM,Inglés,0.2,4
Armadura de maderapálida,La Guerra de los Hermanos,NM,Inglés,0.2,4
Dragón mecánico fallaji,La Guerra de los Hermanos,NM,Inglés,0.2,4
Demoledora pesada,La Guerra de los Hermanos,NM,Inglés,0.2,4
Patrullarriscos de Sardia,La Guerra de los Hermanos,NM,Inglés,0.2,4
Ráfaga pírrica,La Guerra de los Hermanos,NM,Inglés,0.2,4
Ráfaga pírrica,La Guerra de los Hermanos,NM,Inglés,0.2,4
Buscapiedras astado,La Guerra de los Hermanos,NM,Inglés,0.2,4
La caída de Kroog,La Guerra de los Hermanos,NM,Inglés,0.2,4
Carrera armamentística,La Guerra de los Hermanos,NM,Inglés,0.2,4
Altar de transmutación,La Guerra de los Hermanos,NM,Inglés,0.2,4
Vigilancia thran,La Guerra de los Hermanos,NM,Inglés,0.2,1
Segador de Ashnod,La Guerra de los Hermanos,NM,Inglés,0.2,4
Nadie se queda atrás,La Guerra de los Hermanos,NM,Inglés,0.2,4
Conclusión macabra,La Guerra de los Hermanos,NM,Inglés,0.2,4
Carnicero bélico,La Guerra de los Hermanos,NM,Inglés,0.2,4
Discípulos de Gix,La Guerra de los Hermanos,NM,Inglés,0.2,4
Corromper,La Guerra de los Hermanos,NM,Inglés,0.2,4
Centinela del céfiro,La Guerra de los Hermanos,NM,Inglés,0.2,4
Tóptero avistador,La Guerra de los Hermanos,NM,Inglés,0.2,4
Metamorfo corpulento,La Guerra de los Hermanos,NM,Inglés,0.2,2
División de la piedra de poder,La Guerra de los Hermanos,NM,Inglés,0.2,4
Mecánica de tópteros,La Guerra de los Hermanos,NM,Inglés,0.2,4
Alzar el vuelo,La Guerra de los Hermanos,NM,Inglés,0.2,4
Enfriamiento involuntario,La Guerra de los Hermanos,NM,Inglés,0.2,4
Guardiana de la cadencia,La Guerra de los Hermanos,NM,Inglés,0.2,4
Flujo de conocimiento,La Guerra de los Hermanos,NM,Inglés,0.2,4
Arquitecta de tópteros,La Guerra de los Hermanos,NM,Inglés,0.2,4
Trilladora de combate,La Guerra de los Hermanos,NM,Inglés,0.2,4
Red estática,La Guerra de los Hermanos,NM,Inglés,0.2,4
Producción en cadena,La Guerra de los Hermanos,NM,Inglés,0.2,4
Meticulous Excavation,La Guerra de los Hermanos,NM,Inglés,0.2,4
Reparar y recargar,La Guerra de los Hermanos,NM,Inglés,0.2,4
Secuelas de la calamidad,La Guerra de los Hermanos,NM,Inglés,0.2,4
Minero del Gran Desierto,La Guerra de los Hermanos,NM,Inglés,0.2,4
"Loran, discípula de la historia",La Guerra de los Hermanos,NM,Inglés,0.2,4
Última meditación de Hurkyl,La Guerra de los Hermanos,NM,Inglés,0.25,4
Legiones hechas cenizas,La Guerra de los Hermanos,NM,Inglés,0.35,4
Salón de Tagsin,La Guerra de los Hermanos,NM,Inglés,0.2,4
Bosque (V.4),La Guerra de los Hermanos,NM,Inglés,0.1,4
Bosque (V.3),La Guerra de los Hermanos,NM,Inglés,0.1,4
Montaña (V.3),La Guerra de los Hermanos,NM,Inglés,0.1,4
Pantano (V.4),La Guerra de los Hermanos,NM,Inglés,0.1,4
Pantano (V.3),La Guerra de los Hermanos,NM,Inglés,0.1,4
Llanura (V.3),La Guerra de los Hermanos,NM,Inglés,0.1,4
Isla (V.3),La Guerra de los Hermanos,NM,Inglés,0.1,4
Llanura (V.4),La Guerra de los Hermanos,NM,Inglés,0.1,4
Operario de la torre,La Guerra de los Hermanos,NM,Inglés,0.1,4
Draco formaligera,La Guerra de los Hermanos,NM,Inglés,0.1,4
Tocasia's Dig Site,La Guerra de los Hermanos,NM,Inglés,0.1,4
Entrega de suministros,La Guerra de los Hermanos,NM,Inglés,0.1,4
Bomba trasga,La Guerra de los Hermanos,NM,Inglés,0.1,4
Operario de la central de energía,La Guerra de los Hermanos,NM,Inglés,0.1,4
Alas de aeronauta,La Guerra de los Hermanos,NM,Inglés,0.1,4
Coloso oxidado,La Guerra de los Hermanos,NM,Inglés,0.1,4
Cosecha ineficiente,La Guerra de los Hermanos,NM,Inglés,0.1,4
Guardia de honor de Tomakul,La Guerra de los Hermanos,NM,Inglés,0.1,4
Creación de Tawnos,La Guerra de los Hermanos,NM,Inglés,0.1,4
Disparo abatidor,La Guerra de los Hermanos,NM,Inglés,0.1,4
Patrulla perimetral,La Guerra de los Hermanos,NM,Inglés,0.1,4
Reclusa acaparadora,La Guerra de los Hermanos,NM,Inglés,0.1,4
Portador torcerraíz,La Guerra de los Hermanos,NM,Inglés,0.1,4
Crecimiento gigante,La Guerra de los Hermanos,NM,Inglés,0.1,4
Confrontación épica,La Guerra de los Hermanos,NM,Inglés,0.1,4
Niebla de guerra,La Guerra de los Hermanos,NM,Inglés,0.1,4
Fauceafilada excavadora,La Guerra de los Hermanos,NM,Inglés,0.1,4
Fauceafilada excavadora,La Guerra de los Hermanos,NM,Inglés,0.1,4
Duende argotiana,La Guerra de los Hermanos,NM,Inglés,0.1,4
Oportunista argotiana,La Guerra de los Hermanos,NM,Inglés,0.1,4
Destructor de Mishra,La Guerra de los Hermanos,NM,Inglés,0.1,4
Autómata relámpago,La Guerra de los Hermanos,NM,Inglés,0.1,4
Golpe en remolino,La Guerra de los Hermanos,NM,Inglés,0.1,4
Bombardeo desatado,La Guerra de los Hermanos,NM,Inglés,0.1,4
Rivalidad fraternal,La Guerra de los Hermanos,NM,Inglés,0.1,4
Cazadora de rocs,La Guerra de los Hermanos,NM,Inglés,0.1,4
Asolación total,La Guerra de los Hermanos,NM,Inglés,0.1,4
Toro fortachón de Penregon,La Guerra de los Hermanos,NM,Inglés,0.1,4
Arremetida de Mishra,La Guerra de los Hermanos,NM,Inglés,0.1,4
Dominio de Mishra,La Guerra de los Hermanos,NM,Inglés,0.1,4
Danzacadenas fallaji,La Guerra de los Hermanos,NM,Inglés,0.1,4
Estallido en la excavación,La Guerra de los Hermanos,NM,Inglés,0.1,4
Reclutas de infantería,La Guerra de los Hermanos,NM,Inglés,0.1,4
Iracundo chatarreño,La Guerra de los Hermanos,NM,Inglés,0.1,4
Arado de guerra embestidor,La Guerra de los Hermanos,NM,Inglés,0.1,4
Garra excavadora,La Guerra de los Hermanos,NM,Inglés,0.1,4
Aparecido de arcilla,La Guerra de los Hermanos,NM,Inglés,0.1,4
Asaltatrincheras,La Guerra de los Hermanos,NM,Inglés,0.1,4
Megatopo voraz,La Guerra de los Hermanos,NM,Inglés,0.1,4
Fractura de la piedra de poder,La Guerra de los Hermanos,NM,Inglés,0.1,4
Acróbata de la zona mortífera,La Guerra de los Hermanos,NM,Inglés,0.1,4
Instante de desafío,La Guerra de los Hermanos,NM,Inglés,0.1,4
Desollacráneos de Gix,La Guerra de los Hermanos,NM,Inglés,0.1,4
Caricia de Gix,La Guerra de los Hermanos,NM,Inglés,0.1,4
Desfigurar,La Guerra de los Hermanos,NM,Inglés,0.1,4
Langosta carroñera,La Guerra de los Hermanos,NM,Inglés,0.1,4
Intervención de Ashnod,La Guerra de los Hermanos,NM,Inglés,0.1,4
Coloso cargaprofunda,La Guerra de los Hermanos,NM,Inglés,0.1,4
Mensajero de combate,La Guerra de los Hermanos,NM,Inglés,0.1,4
Comando alado,La Guerra de los Hermanos,NM,Inglés,0.1,4
Subyugación de la Piedra de Debilidad,La Guerra de los Hermanos,NM,Inglés,0.1,4
Rechazo de Urza,La Guerra de los Hermanos,NM,Inglés,0.1,4
Lección severa,La Guerra de los Hermanos,NM,Inglés,0.1,4
Agente de rescate,La Guerra de los Hermanos,NM,Inglés,0.1,4
Animación de la Piedra de Fortaleza,La Guerra de los Hermanos,NM,Inglés,0.1,4
Adepto de Lat-Nam,La Guerra de los Hermanos,NM,Inglés,0.1,4
Roc de Koilos,La Guerra de los Hermanos,NM,Inglés,0.1,4
Alteración planar,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Decapitador de Sheoldred,Pirexia: Todos serán uno,NM,Inglés,0.1,4
El Horno Autónomo,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Isla (V.1),Pirexia: Todos serán uno,NM,Inglés,0.15,4
Expansión terramórfica,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Montaña (V.1),Pirexia: Todos serán uno,NM,Inglés,0.15,4
Devoción perfecta,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Susurro del Dros,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Moracalaveras bilioso,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Coro reptante,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Duelista filomandíbula,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Extractor pestilente,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Portadora de testamentos,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Rechazar la imperfección,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Aspirante taimada,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Salir del tanque,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Trampa de chatarra engullidora,Pirexia: Todos serán uno,NM,Inglés,0.1,4
"Kethek, goliat del crisol",Pirexia: Todos serán uno,NM,Inglés,0.2,4
Agitador aserrador,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Conclusiones del viviseccionador,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Precipitar el fin,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Cuaderno de trabajo de Tamiyo,Pirexia: Todos serán uno,NM,Inglés,0.2,3
Cantante de la masacre,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Tropiezo sin importancia,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Myr custodio,Pirexia: Todos serán uno,NM,Inglés,0.1,4
"Graaz, destructor imparable",Pirexia: Todos serán uno,NM,Inglés,0.2,4
Myr creacongéneres,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Ofrecer la inmortalidad,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Carga voltaica,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Myr converso,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Ráfaga peligrosa,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Curiosidad distorsionada,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Trampa de suero,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Pantano (V.1),Pirexia: Todos serán uno,NM,Inglés,0.15,4
Seccionacarne infestado,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Inyector protésico,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Látigo de la Fortaleza del Filo,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Miriápodo de Atraxa,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Sintetizador de icor,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Rapaz desolladora,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Rata panzacorrupta,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Ajusticiador con quijadas,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Bailarín de tendones,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Devoción perfecta,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Planeador dentado,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Myr converso,Pirexia: Todos serán uno,NM,Inglés,0.2,4
Planeador de ala de dragón,Pirexia: Todos serán uno,NM,Inglés,0.2,4
Espada de almas compartidas,Pirexia: Todos serán uno,NM,Inglés,0.2,4
Ojo de Malcator,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Portadora de testamentos,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Bombacráneo del Dros,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Bombacráneo quirúrgica,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Vórrac contagioso,Pirexia: Todos serán uno,NM,Inglés,0.15,4
Grabadora de axiomas,Pirexia: Todos serán uno,NM,Inglés,0.1,4
Adivina iridiscente,Pirexia: Todos serán uno,NM,Inglés,0.1,4
